name;lat;lon;pop;textsize
Olching;48.2;11.33333;23978;4
Olbernhau;50.6587;13.3425;11162;2
Öhringen;49.19884;9.5072;22765;4
Ohlsdorf;53.62594;10.03145;14942;2
Oftersheim;49.36528;8.58306;10100;2
Offenburg;48.47377;7.94495;59238;11
Offenbach;50.1006;8.76647;119192;23
Oerlinghausen;51.95453;8.6622;17403;3
Oer-Erkenschwick;51.64198;7.26451;30409;6
Oelsnitz;50.72584;12.701;12268;2
Oelsnitz;50.4147;12.1695;12686;2
Oelde;51.8289;8.14724;29297;5
Odenthal;51.03333;7.11667;15619;3
Ochtrup;52.20802;7.18988;19441;3
Ochsenfurt;49.66429;10.06227;11492;2
Oberursel;50.20731;8.57747;42448;8
Obertshausen;50.07139;8.85123;24459;4
Oberschöneweide;52.46106;13.52108;18919;3
Oberschleißheim;48.25;11.56667;11290;2
Ober-Ramstadt;49.83078;8.74887;15367;3
Obernkirchen;52.2721;9.12912;10120;2
Oberndorf;48.2905;8.57221;14740;2
Oberkirch;48.53241;8.07864;20375;4
Oberhausen;51.47311;6.88074;219176;43
Oberhaching;48.02455;11.59744;12470;2
Oberderdingen;49.06556;8.80306;10515;2
Oberasbach;49.42275;10.95766;17306;3
Nußloch;49.32389;8.69556;10815;2
Nürtingen;48.62565;9.34203;40210;8
Nürnberg;49.45421;11.07752;499237;99
Nümbrecht;50.9;7.55;17427;3
Nottuln;51.93333;7.35;20427;4
Nörvenich;50.8;6.65;11481;2
Northeim;51.70662;9.99998;30894;6
Nordstemmen;52.16196;9.7835;13148;2
Nördlingen;48.85122;10.48868;19492;3
Nordkirchen;51.73333;7.53333;10231;2
Nordhorn;52.43081;7.06833;52803;10
Nordhausen;51.5018;10.7957;43912;8
Norderstedt;53.6859;9.98041;71439;14
Nordenham;53.4861;8.48093;27714;5
Norden;53.59552;7.20639;25093;5
Nohfelden;49.58693;7.14283;10687;2
Nikolassee;52.4344;13.20095;16194;3
Niesky;51.29241;14.82107;11111;2
Nienburg;52.6461;9.22086;32629;6
Niederzier;50.88333;6.46667;14363;2
Niederschönhausen;52.58483;13.40272;28313;5
Niederschöneweide;52.44674;13.50812;10446;2
Niedernhausen;50.15;8.31667;14494;2
Niederkrüchten;51.2;6.21667;15487;3
Niederkassel;50.81503;7.03777;36480;7
Nieder-Ingelheim;49.97756;8.07246;24596;4
Nideggen;50.69268;6.48437;10727;2
Nidderau;50.23805;8.86704;20090;4
Nidda;50.4133;9.00638;18241;3
Neu Wulmstorf;53.46667;9.8;20150;4
Neuwied;50.4336;7.47057;66805;13
Neu-Ulm;48.39279;10.01112;51389;10
Neutraubling;48.98737;12.201;12620;2
Neustrelitz;53.3613;13.07292;22291;4
Neustadt in Holstein;54.10707;10.8145;16176;3
Neustadt bei Coburg;50.32975;11.12058;16715;3
Neustadt an der Weinstraße;49.35009;8.13886;53984;10
Neustadt an der Donau;48.80705;11.76952;12899;2
Neustadt an der Aisch;49.57953;10.61126;12448;2
Neustadt am Rübenberge;52.50462;9.45871;45942;9
Neustadt;53.55196;9.98558;11856;2
Neue Neustadt;52.15;11.63333;226851;45
Neustadt in Sachsen;51.02844;14.21785;14000;2
Neuß;51.19807;6.68504;152457;30
Neuruppin;52.92815;12.80311;31901;6
Neunkirchen;50.8;8;14225;2
Neunkirchen;49.34449;7.18045;49843;9
Neumünster;54.07477;9.98195;78383;15
Neumarkt in der Oberpfalz;49.28028;11.46278;39557;7
Neu Isenburg;50.04832;8.69406;35293;7
Neuhof;50.45313;9.6175;11422;2
Neuhausen auf den Fildern;48.68333;9.28333;11462;2
Neufahrn bei Freising;48.31588;11.66316;18255;3
Neuenrade;51.28278;7.7825;12602;2
Neuenkirchen;52.24472;7.37183;13953;2
Neuenhagen;52.52985;13.68914;16170;3
Neuenburg am Rhein;47.81431;7.56005;11682;2
Neuburg an der Donau;48.73218;11.18709;28370;5
Neubrandenburg;53.56414;13.27532;68082;13
Neubiberg;48.0771;11.65812;12717;2
Neu-Anspach;50.31667;8.5;15276;3
Nettetal;51.31667;6.28333;42417;8
Netphen;50.91667;8.1;25163;5
Neckarsulm;49.18912;9.22528;27413;5
Neckargemünd;49.38899;8.7959;14335;2
Naumburg;51.14987;11.80979;29722;5
Nauen;52.60701;12.87374;16600;3
Nagold;48.5498;8.72366;22912;4
Mutterstadt;49.44139;8.35611;12383;2
Murrhardt;48.98191;9.57047;14331;2
Murnau am Staffelsee;47.68085;11.20125;11958;2
Munster;52.98569;10.08756;17746;3
Münster;51.96236;7.62571;270184;54
Münster;49.92278;8.86778;14018;2
Münsingen;48.41126;9.49704;14479;2
Hannoversch Münden;51.41505;9.65046;25073;5
München;48.13743;11.57549;1260391;252
Münchberg;50.18952;11.78823;11557;2
Mülsen;50.75;12.56667;12489;2
Müllheim;47.8082;7.63035;18097;3
Mülheim (Ruhr);51.43333;6.88333;171000;34
Mühlheim am Main;50.11667;8.83333;26485;5
Stuttgart Mühlhausen;48.84232;9.23028;26111;5
Mühlhausen;51.20896;10.45275;38108;7
Mühldorf;48.2467;12.52155;17622;3
Mühlacker;48.94754;8.83675;26375;5
Much;50.91667;7.4;15231;3
Mössingen;48.40567;9.05419;20010;4
Mosbach;49.35357;9.15106;25106;5
Morsbach;50.86667;7.75;11630;2
Mörlenbach;49.59917;8.73472;10568;2
Morbach;49.81667;7.11667;11149;2
Moosburg;48.47089;11.93811;17363;3
Montabaur;50.43588;7.8232;12345;2
Monschau;50.55462;6.24001;12945;2
Monheim;51.09162;6.89218;43747;8
Mönchengladbach;51.18539;6.44172;261742;52
Mömbris;50.06921;9.16371;12287;2
Mölln;53.61702;10.68742;18469;3
Möglingen;48.88741;9.12694;10405;2
Moers;51.45342;6.6326;107816;21
Moabit;52.52635;13.33903;70911;14
Mittweida;50.98622;12.97538;16619;3
Mittegroßefehn;53.39165;7.56602;13314;2
Minden;52.28953;8.91455;82879;16
Mindelheim;48.04578;10.49222;14122;2
Miesbach;47.78903;11.83382;11354;2
Michendorf;52.31352;13.02996;10743;2
Michelstadt;49.67569;9.00373;17279;3
Metzingen;48.53695;9.2833;22112;4
Mettmann;51.2504;6.97536;39550;7
Mettingen;52.31667;7.78333;12532;2
Meßstetten;48.18317;8.96565;11132;2
Meschede;51.3502;8.28332;32224;6
Merzig;49.44331;6.63874;31118;6
Merseburg;51.35478;11.98923;34780;6
Mering;48.2656;10.98461;12820;2
Merchweiler;49.35;7.05;10863;2
Meppen;52.69064;7.29097;34198;6
Mengen;48.04951;9.33005;10205;2
Menden;51.44337;7.77824;58451;11
Memmingen;47.98372;10.18527;41135;8
Melsungen;51.13029;9.55236;14004;2
Melle;52.20197;8.33826;46514;9
Meitingen;48.54586;10.85179;11201;2
Meißen;51.16158;13.4737;28492;5
Meiningen;50.56787;10.41521;21580;4
Meinerzhagen;51.1074;7.64838;21982;4
Meerbusch;51.26118;6.6717;54826;10
Meerane;50.84688;12.46473;17325;3
Meckenheim;50.62388;7.02942;25515;5
Meckenbeuren;47.7;9.56667;13183;2
Mechernich;50.59304;6.65224;27537;5
Mayen;50.32797;7.22277;19414;3
Maxhütte-Haidhof;49.19963;12.09229;10674;2
Marsberg;51.46171;8.84949;21914;4
Marpingen;49.45228;7.0582;11358;2
Marl;51.65671;7.09038;91398;18
Markt Schwaben;48.18949;11.8691;10857;2
Marktredwitz;50.00443;12.08593;18204;3
Marktoberdorf;47.77964;10.61713;18505;3
Marktheidenfeld;49.8454;9.60359;11024;2
Markranstädt;51.30146;12.2202;13053;2
Markkleeberg West;51.28333;12.36667;23464;4
Märkisches Viertel;52.56667;13.36667;35230;7
Markgröningen;48.90493;9.08059;14414;2
Markdorf;47.71916;9.39028;12486;2
Marienheide;51.08317;7.53087;13759;2
Marienfelde;52.41868;13.36723;30338;6
Mariendorf;52.4378;13.38109;49917;9
Marienberg;50.65051;13.16122;14383;2
Marburg an der Lahn;50.80904;8.77069;78895;15
Marbach am Neckar;48.93964;9.25995;15604;3
Mannheim;49.49671;8.47955;307960;61
Manching;48.71656;11.49393;11239;2
Malsch;48.88333;8.33333;14243;2
Malente;54.18333;10.56667;10817;2
Maisach;48.21667;11.26667;12507;2
Mainz;49.98419;8.2791;184997;36
Maintal;50.15;8.83333;38313;7
Mainburg;48.64182;11.78093;13959;2
Mahlsdorf;52.50935;13.61373;26954;5
Magdeburg;52.12773;11.62916;229826;45
Lünen;51.61634;7.52872;91009;18
Lüneburg;53.2509;10.41409;71260;14
Lügde;51.95828;9.24706;11290;2
Ludwigslust;53.32916;11.49714;12112;2
Ludwigshafen am Rhein;49.48121;8.44641;163196;32
Ludwigsfelde;52.30322;13.25405;24164;4
Ludwigsburg;48.89731;9.19161;87603;17
Lüdinghausen;51.7683;7.44379;24094;4
Lüdenscheid;51.21977;7.6273;79386;15
Luckenwalde;52.09029;13.16772;21616;4
Luckau;51.85246;13.70735;10471;2
Lübeck;53.86893;10.68729;212207;42
Lübbenau;51.86217;13.95168;17461;3
Lübben;51.93814;13.88826;14713;2
Lübbecke;52.30699;8.61423;26310;5
Loxstedt;53.46667;8.65;16382;3
Lotte;52.28333;7.91667;13580;2
Lößnitz;50.62181;12.73147;10433;2
Losheim;49.5099;6.74549;16660;3
Lorsch;49.65;8.56667;12744;2
Lörrach;47.61497;7.66457;47002;9
Lorch;48.79833;9.6914;11418;2
Löningen;52.73678;7.75809;13096;2
Lollar;50.64652;8.70495;10143;2
Lohr;49.99431;9.57561;16127;3
Lohne;52.66625;8.2375;25111;5
Lohmar;50.83868;7.21399;31339;6
Lohfelden;51.26667;9.53333;13825;2
Löbau;51.09954;14.66738;18374;3
Lippstadt;51.67369;8.34482;67219;13
Linnich;50.98002;6.27049;13827;2
Lingen;52.52143;7.31845;51310;10
Lindlar;51.01959;7.37758;22723;4
Lindau;47.54612;9.68431;24518;4
Limburgerhof;49.42444;8.39194;10753;2
Limburg an der Lahn;50.3836;8.0503;33820;6
Limbach-Oberfrohna;50.85882;12.76165;27056;5
Lilienthal;53.13333;8.91667;18293;3
Lichterfelde;52.4333;13.30762;80149;16
Lichtenstein;50.75659;12.63025;13612;2
Lichtenrade;52.39844;13.40637;49489;9
Lichtenfels;50.14567;11.05928;21336;4
Lichtenau;51.61707;8.89665;11268;2
Lich;50.52085;8.81567;13534;2
Leverkusen;51.0303;6.98432;162738;32
Leutkirch im Allgäu;47.82672;10.0205;22362;4
Leutenbach;48.88791;9.39267;10717;2
Leopoldshöhe;52.01246;8.69834;16219;3
Leonberg;48.8;9.01667;45711;9
Lennestadt;51.11721;8.06707;28102;5
Lengerich;52.18661;7.86043;22697;4
Lengede;52.20487;10.30775;12993;2
Lemgo;52.02786;8.89901;41943;8
Leipzig;51.33962;12.37129;504971;100
Leinfelden-Echterdingen;48.69406;9.16809;36672;7
Leinefelde;51.38796;10.3262;13740;2
Leimen;49.34737;8.68733;27190;5
Leichlingen;51.10628;7.01873;27497;5
Lehrte;52.37539;9.97155;43920;8
Lehre;52.33333;10.66667;11777;2
Leer;53.23157;7.461;33886;6
Lebach;49.41122;6.90988;21583;4
Lauterbach;50.63558;9.39777;14487;2
Laupheim;48.22786;9.87874;19012;3
Lauingen;48.56775;10.42706;11029;2
Lauffen am Neckar;49.0734;9.14567;11068;2
Lauf an der Pegnitz;49.51386;11.28247;26403;5
Lauenburg;53.37199;10.55654;11814;2
Lauchhammer;51.48813;13.76623;18990;3
Laubach;50.54196;8.99034;10205;2
Lappersdorf;49.04694;12.0913;12744;2
Lankwitz;52.43623;13.3459;41242;8
Lankow;53.64983;11.36913;10756;2
Langwedel;52.97864;9.18542;14755;2
Langgöns;50.5;8.66667;12283;2
Langerwehe;50.81667;6.35;14027;2
Langenzenn;49.49463;10.7923;10629;2
Langenselbold;50.17657;9.04003;12660;2
Langenhorn;53.66556;10.00137;41560;8
Langenhagen;52.44758;9.73741;50439;10
Langenfeld;51.10821;6.94831;59378;11
Langenau;48.49616;10.11849;14175;2
Langen;53.60554;8.59509;18863;3
Langen;49.98955;8.66852;35416;7
Langelsheim;51.93788;10.33264;13169;2
Landshut;48.53333;12.15;60488;12
Landsberg am Lech;48.04819;10.88282;27017;5
Landau in der Pfalz;49.19844;8.11692;41612;8
Landau an der Isar;48.67249;12.69316;12997;2
Lampertheim;49.59786;8.4725;31635;6
Laichingen;48.48939;9.68612;10853;2
Lahr;48.34042;7.86886;43863;8
Lahnstein;50.3;7.61667;18749;3
Lage;51.99223;8.79301;36097;7
Ladenburg;49.47307;8.60896;11479;2
Laatzen;52.31506;9.79739;40038;8
Bad Laasphe;50.93139;8.42502;15184;3
Kyritz;52.94212;12.39704;10274;2
Kürten;51.05;7.26667;20103;4
Künzelsau;49.2818;9.68352;15070;3
Künzell;50.5442;9.71792;16124;3
Kümmersbruck;49.41917;11.88833;10365;2
Kulmbach;50.10068;11.45032;27565;5
Krumbach;48.24182;10.3632;12805;2
Kronshagen;54.33333;10.08333;11856;2
Kronberg;50.17745;8.51252;17730;3
Kronach;50.23963;11.33308;18248;3
Kriftel;50.08408;8.46977;10633;2
Kreuztal;50.96775;7.98848;31772;6
Kreuzberg;52.49973;13.40338;147532;29
Kreuzau;50.75;6.48333;18400;3
Krefeld;51.33921;6.58615;237984;47
Köthen;51.75186;11.97093;28710;5
Korschenbroich;51.19139;6.51352;33406;6
Kornwestheim;48.86158;9.18569;31040;6
Korntal;48.83218;9.1214;18081;3
Korbach;51.27561;8.873;24481;4
Korb;48.84303;9.36258;10459;2
Köpenick;52.4455;13.57455;60128;12
Berlin Köpenick;52.44254;13.58228;59561;11
Konz;49.70045;6.57652;17879;3
Konstanz;47.66033;9.17582;81275;16
Königs Wusterhausen;52.30141;13.633;32513;6
Königswinter;50.68376;7.18675;41164;8
Königstein im Taunus;50.18367;8.46395;15661;3
Königslutter am Elm;52.25116;10.81683;16419;3
Königsbrunn;48.27506;10.89178;27494;5
Köln;50.93333;6.95;963395;192
Kolkwitz;51.75;14.25;10225;2
Kolbermoor;47.84965;12.06696;17941;3
Koblenz;50.35357;7.57884;107319;21
Kleve;51.78826;6.13865;49072;9
Klein Reken;51.7871;7.04367;14306;2
Kleinmachnow;52.40786;13.22514;17892;3
Kleinblittersdorf;49.1578;7.03734;12948;2
Kladow;52.45423;13.14445;14022;2
Kitzingen;49.73973;10.15072;21387;4
Kissing;48.30375;10.97088;11150;2
Kirkel;49.28333;7.23333;10330;2
Kirchlinteln;52.95;9.31667;10487;2
Kirchlengern;52.2;8.63333;16338;3
Kirchhundem;51.1;8.1;12966;2
Kirchheim unter Teck;48.64683;9.45378;40206;8
Kirchheim bei München;48.17656;11.75563;12135;2
Kirchhain;50.8272;8.92806;16381;3
Kierspe;51.13402;7.59075;18188;3
Kiel;54.32133;10.13489;232758;46
Kevelaer;51.58243;6.24603;28064;5
Ketsch;49.36778;8.53111;13124;2
Kerpen;50.86991;6.69691;64226;12
Kempten (Allgäu);47.72674;10.31389;61399;12
Kempen;51.36432;6.41858;36312;7
Kelsterbach;50.06135;8.52916;13836;2
Kelkheim (Taunus);50.13703;8.4502;26814;5
Kelheim;48.91725;11.88618;15723;3
Kehl;48.57297;7.81523;34009;6
Kaulsdorf;52.51732;13.58871;18675;3
Kaufbeuren;47.88238;10.62192;42505;8
Kassel;51.31667;9.5;194501;38
Karow;52.60904;13.48117;18817;3
Karlstadt;49.96034;9.77239;15272;3
Karlsruhe;49.00472;8.38583;283799;56
Karlshorst;52.48419;13.53185;22285;4
Karlsfeld;48.21667;11.46667;17920;3
Karben;50.23019;8.77155;21642;4
Kamp-Lintfort;51.50467;6.54588;39490;7
Kamenz;51.26798;14.09374;18270;3
Kamen;51.59231;7.6638;45927;9
Kaltenkirchen;53.83292;9.9581;19747;3
Kall;50.55;6.55;11903;2
Kalkar;51.73907;6.29101;13997;2
Kaiserslautern;49.443;7.77161;98732;19
Kaarst;51.22929;6.61882;42112;8
Jüterbog;51.99607;13.07979;13292;2
Jülich;50.9227;6.36395;33911;6
Jüchen;51.1;6.5;22562;4
Jork;53.53198;9.68076;12014;2
Johannisthal;52.44653;13.5066;18254;3
Jever;53.57368;7.89806;13937;2
Jessen;51.79337;12.95762;11065;2
Jena;50.92878;11.5899;104712;20
Itzehoe;53.92099;9.51529;33047;6
Issum;51.53333;6.43333;12249;2
Isselburg;51.83232;6.46428;11239;2
Isny im Allgäu;47.6926;10.03857;14424;2
Ismaning;48.23333;11.68333;14596;2
Isernhagen Farster Bauerschaft;52.47093;9.84179;22601;4
Iserlohn;51.37547;7.70281;97910;19
Ingolstadt;48.76508;11.42372;120658;24
Immenstadt im Allgäu;47.55996;10.21394;14431;2
Ilmenau;50.68322;10.91858;27055;5
Illingen;49.37362;7.04758;18488;3
Illertissen;48.22336;10.10347;16522;3
Idstein;50.21774;8.26679;22810;4
Idar-Oberstein;49.71443;7.30776;31610;6
Ibbenbüren;52.27964;7.71457;50577;10
Husum;54.4858;9.05239;20841;4
Hürth;50.87079;6.86761;54678;10
Hünxe;51.65;6.78333;13732;2
Hünfeld;50.67966;9.76727;16323;3
Hummelsbüttel;53.64773;10.04149;17365;3
Hüllhorst;52.28333;8.66667;13776;2
Hude;53.10766;8.46322;15567;3
Hückeswagen;51.1498;7.34471;16369;3
Hückelhoven;51.0555;6.22658;39828;7
Hoyerswerda;51.43787;14.23549;43681;8
Höxter;51.77501;9.38155;32713;6
Hövelhof;51.81667;8.65;15962;3
Hösbach;50.00646;9.20765;13203;2
Hörstel;52.29763;7.58382;19894;3
Horb am Neckar;48.44423;8.6913;25960;5
Homburg;49.32637;7.33867;44607;8
Homberg;51.02994;9.40261;14903;2
Holzwickede;51.5;7.63333;17821;3
Holzminden;51.82798;9.4455;20998;4
Holzkirchen;47.87663;11.70181;15199;3
Holzgerlingen;48.63969;9.01149;11613;2
Hohenstein-Ernstthal;50.80064;12.71287;16542;3
Hohen Neuendorf;52.67631;13.27775;21893;4
Hofheim am Taunus;50.09019;8.4493;37750;7
Hofgeismar;51.49607;9.385;16444;3
Hof;50.31622;11.91833;49239;9
Hockenheim;49.32334;8.55194;20614;4
Höchst im Odenwald;49.79972;8.99944;10010;2
Höchstadt an der Aisch;49.70617;10.81329;13418;2
Hochheim am Main;50.01436;8.35218;17027;3
Hirschaid;49.81789;10.98918;11508;2
Hilter;52.13573;8.14715;10173;2
Hilpoltstein;49.19047;11.1906;13069;2
Hille;52.33333;8.75;16567;3
Hildesheim;52.15077;9.95112;103052;20
Hilden;51.16818;6.93093;56565;11
Hildburghausen;50.42553;10.73184;12171;2
Hilchenbach;50.99687;8.11062;16467;3
Hiddenhausen;52.16667;8.61667;20771;4
Heusweiler;49.35;6.93333;20006;4
Heusenstamm;50.05553;8.80076;19012;3
Heubach;48.79267;9.9337;10167;2
Hettstedt;51.6503;11.51146;15949;3
Hessisch Oldendorf;52.17269;9.24913;20129;4
Hessisch Lichtenau;51.19954;9.71857;13291;2
Herzogenrath;50.87067;6.10136;47381;9
Herzogenaurach;49.56798;10.88565;23319;4
Herzberg am Harz;51.65546;10.33938;14948;2
Herzberg;51.68692;13.22016;11033;2
Herxheim am Berg;49.50917;8.17917;10424;2
Herten;51.59638;7.14387;65306;13
Hersbruck;49.51083;11.43151;12404;2
Herrenberg;48.59523;8.86648;31338;6
Herne;51.5388;7.22572;172108;34
Hermsdorf;52.61131;13.31783;16113;3
Herford;52.11457;8.67343;64879;12
Herdecke;51.39999;7.43584;25618;5
Herbrechtingen;48.62173;10.176;13110;2
Herborn;50.68135;8.30369;21133;4
Heppenheim an der Bergstrasse;49.64145;8.63206;25442;5
Hennigsdorf;52.63598;13.20419;26122;5
Hennef;50.77555;7.28308;45409;9
Hemsbach;49.59075;8.64779;12247;2
Hemmingen;52.31425;9.72359;18470;3
Hemer;51.38707;7.77019;37502;7
Helmstedt;52.2279;11.00985;25515;5
Heinsberg;51.06358;6.0998;41505;8
Heilbad Heiligenstadt;51.37819;10.13744;17230;3
Heiligensee;52.61449;13.24501;17587;3
Heiligenhaus;51.32662;6.97106;27700;5
Heilbronn;49.13995;9.22054;120733;24
Heidenheim an der Brenz;48.67798;10.15162;50067;10
Heidenau;50.97221;13.86741;16756;3
Heidelberg;49.40768;8.69079;143345;28
Heide;54.19579;9.0988;20599;4
Heddesheim;49.50556;8.60361;11544;2
Hechingen;48.35149;8.96317;19400;3
Havixbeck;51.98333;7.41667;12034;2
Hauzenberg;48.64958;13.62646;12522;2
Hattingen;51.39894;7.18557;56866;11
Hattersheim;50.07854;8.47552;25035;5
Hatten;53.05;8.38333;13499;2
Haßloch;49.36278;8.25806;20779;4
Haßfurt;50.03521;10.5156;13562;2
Haselünne;52.67412;7.4846;12562;2
Haselhorst;52.54409;13.23743;13624;2
Hasbergen;52.23333;7.93333;11032;2
Harsum;52.21045;9.96486;12331;2
Harsewinkel;51.96224;8.22766;24207;4
Harsefeld;53.45399;9.50297;12350;2
Harrislee;54.8;9.38333;11596;2
Haren;52.79262;7.24142;22545;4
Harburg;53.46057;9.98388;202571;40
Hannover;52.37052;9.73322;515140;103
Hanau am Main;50.13423;8.91418;88648;17
Hamminkeln;51.73262;6.59031;27433;5
Hammelburg;50.11632;9.89143;12004;2
Hamm;51.68033;7.82089;185327;37
Hameln;52.10397;9.35623;58666;11
Wandsbek;53.56667;10.1;411422;82
Marienthal;53.56667;10.08333;287101;57
Hamburg-Mitte;53.55;10.01667;233144;46
Eimsbüttel;53.56667;9.98333;251907;50
Altona;53.55;9.93333;250192;50
Hamburg;53.57532;10.01534;1739117;347
Hambühren;52.63333;9.98333;10259;2
Halver;51.18612;7.49817;17650;3
Haltern;51.74297;7.18163;37788;7
Halstenbek;53.63333;9.85;16212;3
Halle;52.06008;8.36083;21071;4
Halle (Saale);51.5;12;234107;46
Halensee;52.49005;13.29602;12605;2
Haldensleben;52.28906;11.40982;20294;4
Halberstadt;51.89562;11.05622;39729;7
Hakenfelde;52.55877;13.20831;26940;5
Hain-Gründau;50.24284;9.14287;14723;2
Haigerloch;48.36614;8.80357;10828;2
Haiger;50.74162;8.20778;20218;4
Hagenow;53.43134;11.19159;12128;2
Hagen am Teuteburger Wald;52.2;7.98333;14187;2
Hagen;51.36081;7.47168;198972;39
Haar;48.10881;11.72653;17560;3
Haan;51.19382;7.0133;29431;5
Gütersloh;51.90693;8.37854;96180;19
Güstrow;53.7972;12.17337;31217;6
Gunzenhausen;49.11663;10.75971;16477;3
Günzburg;48.45599;10.27695;19737;3
Gundelfingen;48.05;7.86667;11563;2
Gummersbach;51.02608;7.56473;53131;10
Guben;51.94987;14.71447;21608;4
Grünwald;48.03947;11.5232;10836;2
Grünstadt;49.56302;8.1628;13424;2
Grunewald;52.48338;13.26586;11631;2
Grünberg;50.59403;8.95866;14233;2
Groß-Zimmern;49.87583;8.83444;13870;2
Groß-Umstadt;49.86899;8.9321;21758;4
Großräschen;51.5876;14.01093;11523;2
Großostheim;49.91986;9.07596;16346;3
Groß-Gerau;49.92139;8.48255;23641;4
Großenkneten;52.95;8.26667;13698;2
Großenhain;51.28951;13.5335;16573;3
Gronau;52.21099;7.02238;46161;9
Gröbenzell;48.2;11.36667;19110;3
Grimmen;54.11215;13.04051;10671;2
Grimma;51.23367;12.71959;17991;3
Griesheim;49.86085;8.5725;25287;5
Grevesmühlen;53.86336;11.1916;10975;2
Grevenbroich;51.09102;6.5827;64779;12
Greven;52.09364;7.59396;35080;7
Grenzach-Wyhlen;47.55;7.68333;13776;2
Greiz;50.65778;12.19918;24147;4
Greifswald;54.09311;13.38786;52731;10
Grefrath;51.3363;6.34072;16016;3
Grafing bei München;48.04596;11.96797;12497;2
Gräfelfing;48.11878;11.42939;12978;2
Gottmadingen;47.73511;8.77687;10452;2
Göttingen;51.53933;9.93406;122149;24
Gotha;50.94823;10.70193;46615;9
Goslar;51.90425;10.42766;43560;8
Görlitz;51.15518;14.98853;57751;11
Göppingen;48.7028;9.65488;58040;11
Goldbach;49.99951;9.1844;10044;2
Goch;51.67873;6.15895;33706;6
Glückstadt;53.78893;9.42576;12121;2
Glinde;53.5441;10.20048;16210;3
Glauchau;50.81987;12.54493;26473;5
Gladenbach;50.76847;8.58085;12482;2
Gladbeck;51.57626;6.99075;76940;15
Ginsheim-Gustavsburg;49.98583;8.3425;16043;3
Gilching;48.10755;11.2936;16859;3
Gifhorn;52.47774;10.5511;43000;8
Gießen;50.58333;8.65;74411;14
Giengen an der Brenz;48.62219;10.24312;20201;4
Gevelsberg;51.31971;7.3392;32664;6
Gesundbrunnen;52.55035;13.39139;84789;16
Geseke;51.64091;8.5109;20602;4
Gescher;51.954;7.00481;17115;3
Gersthofen;48.42432;10.87273;20254;4
Gerstetten;48.63333;10.03333;12086;2
Gernsbach;48.77034;8.34306;14649;2
Germersheim;49.22306;8.36389;20972;4
Germering;48.13392;11.3765;36834;7
Gerlingen;48.79954;9.06316;19050;3
Geretsried;47.85775;11.48054;23364;4
Gera;50.88029;12.08187;104659;20
Georgsmarienhütte;52.20296;8.0448;32580;6
Genthin;52.40668;12.1592;14059;2
Gengenbach;48.40476;8.01433;11234;2
Gemünden;50.05602;9.69043;11375;2
Gelsenkirchen;51.5075;7.12283;270028;54
Gelnhausen;50.20164;9.18742;21881;4
Geldern;51.51908;6.32363;34013;6
Geislingen an der Steige;48.62423;9.82736;27962;5
Geisenheim;49.9847;7.96835;11949;2
Geilenkirchen;50.96745;6.11763;28334;5
Gehrden;52.31362;9.60033;14955;2
Geesthacht;53.43575;10.3779;29487;5
Geeste;52.6;7.26667;11281;2
Gauting;48.06919;11.37703;19216;3
Gärtringen;48.64176;8.90073;11760;2
Garrel;52.95;8.01667;12273;2
Garmisch-Partenkirchen;47.49209;11.09576;26022;5
Gardelegen;52.5252;11.39523;11868;2
Garching bei München;48.24896;11.65101;15303;3
Garbsen;52.41371;9.5899;63355;12
Gangelt;50.99247;5.99802;11484;2
Ganderkesee;53.03333;8.53333;31141;6
Gaimersheim;48.80705;11.36801;10840;2
Gaildorf;49.00027;9.76953;12571;2
Gaggenau;48.8;8.33333;29496;5
Füssen;47.57143;10.70171;13893;2
Fürth;49.65083;8.78472;11181;2
Fürth;49.47593;10.98856;112025;22
Fürstenwalde;52.36067;14.06185;33539;6
Fürstenfeldbruck;48.17904;11.2547;33533;6
Fuldatal;51.38333;9.56667;12186;2
Fulda;50.55162;9.67518;63760;12
Fuhlsbüttel;53.63459;10.01608;11995;2
Fröndenberg;51.47563;7.76946;22964;4
Frohnau;52.63336;13.29024;16571;3
Fritzlar;51.13181;9.27557;14814;2
Friesoythe;53.0226;7.85764;20311;4
Friedrichsthal;49.32786;7.09622;11440;2
Friedrichshain;52.53333;13.43333;117829;23
Friedrichshagen;52.45052;13.62463;17529;3
Friedrichshafen;47.65689;9.47554;58403;11
Friedrichsfelde;52.50575;13.50812;49109;9
Friedrichsdorf;50.24962;8.64281;24435;4
Friedland;51.41667;9.93333;10568;2
Friedenau;52.47133;13.32813;26972;5
Friedeburg;53.45;7.83333;10607;2
Friedberg;50.33739;8.75591;27484;5
Friedberg;48.35693;10.98461;29189;5
Freudenstadt;48.46695;8.41371;23868;4
Freudenberg;50.89741;7.87414;18601;3
Freital;51.00166;13.6488;39027;7
Freising;48.40351;11.74876;42570;8
Freilassing;47.84085;12.98114;15909;3
Freiburg;47.9959;7.85222;215966;43
Freiberg am Neckar;48.93196;9.2024;15235;3
Freiberg;50.91089;13.33881;43670;8
Frechen;50.91485;6.8118;48733;9
Frankfurt am Main;50.11552;8.68417;650000;130
Frankfurt (Oder);52.34714;14.55062;51691;10
Frankenthal;49.53414;8.35357;47438;9
Frankenberg;51.0589;8.80077;19276;3
Frankenberg;50.91297;13.04011;16850;3
Forst;51.73544;14.63971;22843;4
Forchheim;49.71754;11.05877;30442;6
Flörsheim;50.01312;8.42779;20023;4
