name;lat;lon;pop;textsize
Flöha;50.85613;13.07407;11143;2
Flensburg;54.78431;9.43961;85838;17
Finsterwalde;51.63388;13.70662;18922;3
Finnentrop;51.16667;7.96667;18427;3
Stuttgart Feuerbach;48.80867;9.15719;28046;5
Feuchtwangen;49.16287;10.3385;12267;2
Feucht;49.37597;11.21433;13482;2
Felsberg;51.13763;9.42138;11219;2
Fellbach;48.80912;9.27697;43935;8
Feldkirchen-Westerham;47.90748;11.84266;10399;2
Fallingbostel;52.86641;9.69558;13473;2
Falkensee;52.56014;13.0927;37468;7
Eutin;54.14054;10.60751;16984;3
Euskirchen;50.66057;6.78722;54889;10
Ettlingen;48.94094;8.40763;38942;7
Ettenheim;48.25696;7.81247;11995;2
Esslingen;48.73961;9.30473;92390;18
Essenbach;48.61332;12.21833;11070;2
Essen;51.45657;7.01228;593085;118
Espelkamp;52.3825;8.62127;26378;5
Eschweiler;50.81854;6.27184;55778;11
Eschwege;51.18386;10.05329;21191;4
Eschborn;50.14328;8.57111;20383;4
Erwitte;51.6127;8.3384;16081;3
Erlensee;50.16304;8.97823;12663;2
Erlenbach am Main;49.80341;9.16311;10208;2
Erlangen;49.59099;11.00783;102675;20
Erkrath;51.22235;6.9083;47815;9
Erkner;52.42;13.75437;11741;2
Erkelenz;51.07947;6.31531;44650;8
Ergolding;48.57654;12.17102;11438;2
Erfurt;50.9787;11.03283;203254;40
Erftstadt;50.81481;6.79386;51207;10
Erding;48.30603;11.90686;33519;6
Erbach;49.66148;8.99402;13771;2
Erbach;48.32841;9.88752;13331;2
Eppstein;50.14277;8.39232;13374;2
Eppingen;49.13644;8.91229;21179;4
Eppelheim;49.4019;8.63644;14190;2
Eppelborn;49.4;6.96667;18079;3
Ennigerloh;51.83843;8.03093;20713;4
Ennepetal;51.29848;7.3629;32607;6
Eningen unter Achalm;48.48686;9.25946;10715;2
Enger;52.14063;8.55772;19852;3
Engen;47.85534;8.77342;10190;2
Engelskirchen;50.98333;7.4;20786;4
Emstek;52.83333;8.15;11257;2
Emsdetten;52.1734;7.52781;35582;7
Emmerich;51.83933;6.24792;29289;5
Emmendingen;48.12096;7.85359;26222;5
Emden;53.36745;7.20778;51526;10
Eltville;50.02858;8.11754;16845;3
Elsdorf;50.93739;6.56828;21967;4
Elmshorn;53.75396;9.65339;48703;9
Ellwangen;48.96164;10.13173;25276;5
Eitorf;50.76667;7.45;19761;3
Eislingen;48.69515;9.70676;20585;4
Eisenhüttenstadt;52.15;14.65;32052;6
Eisenberg;50.9686;11.90208;11438;2
Eisenberg;49.55859;8.07199;10006;2
Eisenach;50.9807;10.31522;43846;8
Einbeck;51.82018;9.86961;27931;5
Eilenburg;51.45984;12.63338;17609;3
Eichstätt;48.88854;11.19675;13125;2
Eichenzell;50.49536;9.69672;11042;2
Eichenau;48.16667;11.31667;11637;2
Ehingen;48.28259;9.72749;26097;5
Eggenstein-Leopoldshafen;49.09006;8.39879;15189;3
Eggenfelden;48.40539;12.76264;12860;2
Edingen-Neckarhausen;49.45722;8.60639;14009;2
Edewecht;53.12699;7.98406;20658;4
Eckernförde;54.46854;9.83824;23383;4
Eching;48.3;11.61667;12804;2
Eberswalde;52.83492;13.81951;41980;8
Ebersberg;48.0771;11.97063;11041;2
Ebersbach an der Fils;48.716;9.5236;15919;3
Eberbach;49.4668;8.99016;15624;3
Düsseldorf;51.22172;6.77616;573057;114
Durmersheim;48.93333;8.26667;11675;2
Düren;50.80434;6.49299;93440;18
Dülmen;51.83149;7.28075;47495;9
Duisburg;51.43247;6.76516;504358;100
Duderstadt;51.51312;10.25951;22910;4
Drolshagen;51.02358;7.77355;12310;2
Drochtersen;53.71015;9.38463;12364;2
Dresden;51.05089;13.73832;486854;97
Drensteinfurt;51.79535;7.73815;15260;3
Dreieich;50.01997;8.69611;40367;8
Dossenheim;49.45028;8.67472;11612;2
Dortmund;51.51494;7.466;588462;117
Dorsten;51.66166;6.96514;79981;15
Dormagen;51.09683;6.83167;63582;12
Dorfen;48.27037;12.16056;13487;2
Donzdorf;48.68544;9.81053;11051;2
Donauwörth;48.71804;10.7793;18364;3
Donaueschingen;47.95514;8.49707;21604;4
Doberlug-Kirchhain;51.62578;13.56232;10151;2
Döbeln;51.1221;13.11027;21338;4
Ditzingen;48.82672;9.06703;24149;4
Dippoldiswalde;50.89621;13.66905;10959;2
Dinslaken;51.56227;6.7434;70573;14
Dinklage;52.66223;8.1244;12626;2
Dinkelsbühl;49.06942;10.31985;11724;2
Dingolfing;48.64244;12.49283;18805;3
Dillingen an der Donau;48.58153;10.49528;18734;3
Dillingen;49.35557;6.72781;21526;4
Dillenburg;50.74114;8.28699;24461;4
Diez;50.37419;8.00735;10822;2
Dietzenbach;50.00976;8.77784;33256;6
Dießen am Ammersee;47.95084;11.10306;10050;2
Diepholz;52.60783;8.37005;16783;3
Diedorf;48.3532;10.78206;10006;2
Dieburg;49.89738;8.84613;15168;3
Detmold;51.93855;8.87318;73680;14
Dessau;51.83864;12.24555;77315;15
Denzlingen;48.06667;7.88333;13511;2
Denkendorf;48.69555;9.31675;10357;2
Demmin;53.90762;13.03142;12495;2
Delmenhorst;53.0511;8.63091;75893;15
Delitzsch;51.52546;12.34284;24998;4
Delbrück;51.76502;8.56223;29884;5
Deggendorf;48.84086;12.96068;31081;6
Datteln;51.66667;7.38333;36338;7
Dassel;51.80325;9.6884;11287;2
Darmstadt;49.87056;8.64944;140385;28
Damme;52.52157;8.19793;16024;3
Dahlem;52.4581;13.28702;15737;3
Dachau;48.26;11.43402;39740;7
Cuxhaven;53.87176;8.69087;52677;10
Crimmitschau;50.81644;12.39045;22442;4
Cremlingen;52.25;10.65;12808;2
Crailsheim;49.13444;10.07193;32262;6
Cottbus;51.75769;14.32888;84754;16
Coswig;51.13204;13.58312;22304;4
Coesfeld;51.94349;7.16809;36631;7
Coburg;50.25937;10.96384;41901;8
Cloppenburg;52.84754;8.045;31177;6
Clausthal-Zellerfeld;51.80949;10.33821;15345;3
Chemnitz;50.83333;12.91667;247220;49
Charlottenburg;52.51667;13.28333;119857;23
Cham;49.22565;12.65501;17314;3
Celle;52.62264;10.08047;71010;14
Castrop-Rauxel;51.55657;7.31155;77924;15
Bad Camberg;50.29695;8.26896;14195;2
Calw;48.71419;8.74031;23740;4
Calbe;51.90668;11.77478;11322;2
Cadolzburg;49.4573;10.85329;10164;2
Buxtehude;53.46716;9.68636;38192;7
Butzbach;50.43395;8.67122;25156;5
Büttelborn;49.90333;8.52333;13338;2
Bürstadt;49.64266;8.45936;15348;3
Burscheid;51.1;7.11667;19215;3
Burladingen;48.29111;9.11286;13131;2
Burgthann;49.35202;11.31154;11567;2
Burgstädt;50.91333;12.806;12477;2
Burglengenfeld;49.20379;12.04452;12095;2
Burgkirchen an der Alz;48.16753;12.7325;10756;2
Burghausen;48.16925;12.83139;18263;3
Burgdorf;52.44628;10.0064;30218;6
Burg bei Magdeburg;52.27152;11.85493;24958;4
Büren;51.55109;8.55956;22263;4
Burbach;50.75;8.08333;14942;2
Bünde;52.19837;8.58644;45403;9
Bühl;48.69676;8.13523;29193;5
Büdingen;50.29013;9.1114;21579;4
Büdelsdorf;54.31844;9.67294;10144;2
Buckow;52.432;13.46018;38474;7
Bückeburg;52.26065;9.04939;20700;4
Buchloe;48.03719;10.72548;11978;2
Buchholz in der Nordheide;53.32641;9.86812;37404;7
Französisch Buchholz;52.60242;13.43019;19429;3
Buchen;49.52416;9.32293;18890;3
Buch;52.6347;13.49679;12674;2
Brunsbüttel;53.89504;9.10484;13950;2
Brühl;50.82928;6.90499;44137;8
Brühl;49.39722;8.53361;14262;2
Brüggen;51.24053;6.18376;16105;3
Bruckmühl;47.87859;11.91098;15851;3
Bruchsal;49.12426;8.59804;42785;8
Bruchköbel;50.17853;8.92316;20892;4
Britz;52.44293;13.43388;39488;7
Brilon;51.39462;8.57146;27030;5
Brieselang;52.58333;13;10379;2
Bretzfeld;49.17944;9.43833;12162;2
Bretten;49.03685;8.70745;28144;5
Bremervörde;53.48458;9.14306;19268;3
Bremerhaven;53.55021;8.57674;117446;23
Bremen;53.07516;8.80777;546501;109
Breisach am Rhein;48.03279;7.58294;14367;2
Braunschweig;52.26594;10.52673;244715;48
Braunfels;50.51545;8.38918;11510;2
Brand-Erbisdorf;50.86826;13.32282;11284;2
Brandenburg an der Havel;52.41667;12.55;59826;11
Bramsche;52.40881;7.97288;31394;6
Brakel;51.7175;9.18596;17808;3
Brake (Unterweser);53.33333;8.48333;16150;3
Brackenheim;49.07787;9.06601;15083;3
Bovenden;51.5918;9.92996;13964;2
Bottrop;51.52392;6.9285;119909;23
Bornheim;50.76313;6.99089;48523;9
Borna;51.12416;12.49638;18806;3
Borken;51.84382;6.85774;40876;8
Borken;51.04501;9.2844;13531;2
Boppard;50.23085;7.58992;16215;3
Bopfingen;48.85848;10.35416;12606;2
Bonn;50.73438;7.09548;313125;62
Bönen;51.6;7.76667;19393;3
Boizenburg;53.38153;10.72375;10783;2
Bohnsdorf;52.39434;13.57339;10805;2
Bohmte;52.36667;8.31667;13153;2
Bogenhausen;48.15221;11.61585;77542;15
Bogen;48.91122;12.68955;10259;2
Bockenem;52.00993;10.13197;11177;2
Bochum;51.48165;7.21648;385729;77
Bocholt;51.83879;6.61531;73943;14
Böblingen;48.68495;9.02955;46282;9
Bobingen;48.27091;10.8339;16682;3
Bobenheim-Roxheim;49.5875;8.35778;10106;2
Blumberg;47.84058;8.53329;10500;2
Blomberg;51.94331;9.09067;17183;3
Blieskastel;49.23724;7.25617;23212;4
Blaubeuren;48.41215;9.78427;11797;2
Blankenburg;51.79025;10.95509;15963;3
Bitterfeld;51.62355;12.32396;15608;3
Bitburg;49.96794;6.52734;12908;2
Bissendorf;52.23333;8.16667;14402;2
Bischofswerda;51.12771;14.17974;13085;2
Bischofsheim;49.99389;8.36722;12075;2
Birkenfeld;48.86667;8.63333;10609;2
Birkenau;49.5625;8.70694;10318;2
Bingen am Rhein;49.96675;7.8992;24657;4
Billerbeck;51.97829;7.29261;11699;2
Bietigheim-Bissingen;48.94407;9.11755;41769;8
Biesdorf;52.50906;13.5534;24988;4
Bielefeld;52.03333;8.53333;331906;66
Biedenkopf;50.91125;8.53016;13788;2
Biberach an der Riß;48.09345;9.79053;32333;6
Bexbach;49.34615;7.25527;19115;3
Beverungen;51.66801;9.37417;15266;3
Betzdorf;50.79094;7.87189;10560;2
Bestwig;51.36667;8.4;11764;2
Besigheim;48.99797;9.14268;11883;2
Bernburg;51.79464;11.7401;32113;6
Bernau bei Berlin;52.67982;13.58708;34866;6
Berlin;52.52437;13.41053;3426354;685
Bergneustadt;51.02496;7.65599;20567;4
Bergkamen;51.61633;7.64451;52329;10
Bergisch Gladbach;50.9856;7.13298;106184;21
Bergheim;50.95572;6.63986;63558;12
Bergen auf Rügen;54.41823;13.43349;14771;2
Bergen;52.80837;9.96374;13609;2
Bensheim;49.68369;8.61839;39439;7
Bendorf;50.42289;7.57924;17495;3
Belzig;52.14184;12.59272;11999;2
Belm;52.3;8.13333;13897;2
Beelitz;52.23812;12.9714;12475;2
Bedburg;50.99258;6.57128;24937;4
Beckum;51.75571;8.04075;37814;7
Beckingen;49.4;6.7;15983;3
Bebra;50.97445;9.79562;14839;2
Bayreuth;49.94806;11.57833;75061;15
Bautzen;51.18035;14.43494;41972;8
Baunatal;51.25182;9.40747;28173;5
Baumschulenweg;52.46582;13.48524;17186;3
Bassum;52.85059;8.72791;16191;3
Barßel;53.16667;7.73333;12475;2
Barsinghausen;52.3;9.45;14200;2
Barsbüttel;53.56667;10.16667;12363;2
Bargteheide;53.72856;10.26695;13640;2
Bannewitz;50.99291;13.71712;10851;2
Bamberg;49.89873;10.90067;70047;14
Balve;51.3315;7.86424;12281;2
Balingen;48.27525;8.85464;34414;6
Baiersbronn;48.5;8.38333;16248;3
Bahnhof Löhne;52.20737;8.7149;41677;8
Baesweiler;50.90964;6.18874;27834;5
Bad Zwischenahn;53.18333;8;27550;5
Bad Wurzach;47.90799;9.89686;14323;2
Bad Wörishofen;48.00674;10.59666;14028;2
Bad Windsheim;49.50274;10.41539;12022;2
Bad Wildungen;51.11963;9.12475;18037;3
Bad Waldsee;47.92027;9.7549;19840;3
Bad Vilbel;50.17866;8.73756;30736;6
Bad Tölz;47.76111;11.5589;17434;3
Bad Soden-Salmünster;50.27574;9.36705;13953;2
Bad Soden am Taunus;50.1408;8.50449;21357;4
Bad Segeberg;53.94313;10.30215;16052;3
Bad Schwartau;53.91887;10.69691;19722;3
Bad Schwalbach;50.14196;8.06964;11112;2
Bad Sassendorf;51.58333;8.16667;11659;2
Bad Salzungen;50.81342;10.2361;16410;3
Bad Salzuflen;52.0862;8.74434;54899;10
Bad Salzdetfurth;52.05777;10.0058;14349;2
Bad Säckingen;47.55371;7.94612;16549;3
Bad Reichenhall;47.72947;12.87819;16910;3
Bad Rappenau;49.23848;9.1018;20581;4
Bad Pyrmont;51.9859;9.25246;21629;4
Bad Orb;50.22788;9.34782;10186;2
Bad Oldesloe;53.81167;10.37417;24322;4
Bad Oeynhausen;52.20699;8.80365;49513;9
Bad Neustadt an der Saale;50.32174;10.20673;16064;3
Bad Neuenahr-Ahrweiler;50.54322;7.1113;27823;5
Bad Nenndorf;52.33703;9.37904;10255;2
Bad Nauheim;50.36463;8.73859;30291;6
Bad Münstereifel;50.55666;6.76424;19051;3
Bad Münder am Deister;52.19551;9.46421;18726;3
Bad Mergentheim;49.4925;9.77361;22472;4
Bad Lippspringe;51.78333;8.81683;15175;3
Bad Liebenwerda;51.51826;13.39459;10890;2
Bad Lauterberg im Harz;51.63272;10.47031;11784;2
Bad Langensalza;51.10771;10.646;18183;3
Bad Kreuznach;49.8414;7.86713;43213;8
Bad Kissingen;50.20228;10.07784;21328;4
Bad Iburg;52.1549;8.04216;11554;2
Bad Honnef;50.64336;7.2278;25348;5
Bad Homburg vor der Höhe;50.22667;8.61963;51859;10
Bad Hersfeld;50.87197;9.70891;30725;6
Bad Harzburg;51.88268;10.56157;22954;4
Bad Gandersheim;51.87167;10.02537;11099;2
Bad Freienwalde;52.7873;14.0304;13075;2
Bad Essen;52.31667;8.33333;15732;3
Baden-Baden;48.7606;8.23975;54239;10
Bad Dürrheim;48.02093;8.53056;12829;2
Bad Dürrenberg;51.29544;12.06583;11479;2
Bad Dürkheim;49.4618;8.17236;18698;3
Bad Driburg;51.73297;9.01969;19553;3
Bad Doberan;54.10712;11.90051;11559;2
Bad Bramstedt;53.9183;9.88424;13177;2
Bad Berleburg;51.05224;8.39228;20757;4
Bad Bentheim;52.31814;7.16343;15508;3
Bad Aibling;47.8638;12.01055;17672;3
Bad Abbach;48.93754;12.04494;10882;2
Backnang;48.94744;9.43718;35778;7
Babenhausen;49.96519;8.95129;16575;3
Aurich;53.46919;7.48232;40319;8
Aulendorf;47.95083;9.63745;10063;2
Augsburg;48.36667;10.88333;259196;51
Auerbach;50.51155;12.40083;21358;4
Aue;50.59034;12.70657;18554;3
Attendorn;51.12645;7.90333;24773;4
Aßlar;50.59163;8.46273;13772;2
Asperg;48.90525;9.13502;12870;2
Aschersleben;51.75742;11.46084;24892;4
Ascheberg;51.78333;7.61667;15184;3
Aschaffenburg;49.97704;9.15214;68551;13
Bad Arolsen;51.37982;9.01445;16854;3
Arnstadt;50.84048;10.95198;25678;5
Arnsberg;51.38333;8.08333;76612;15
Apolda;51.02624;11.51638;24793;4
Apen;53.21667;7.8;10992;2
Ansbach;49.3;10.58333;31839;6
Anröchte;51.56667;8.33333;10847;2
Annaberg-Buchholz;50.57953;13.00627;23092;4
Anklam;53.85637;13.68965;14694;2
Angermünde;53.01499;13.99924;15453;3
Andernach;50.43109;7.40425;29599;5
Amberg;49.44287;11.86267;44737;8
Alzey;49.74657;8.11513;18241;3
Alzenau in Unterfranken;50.0888;9.06455;18932;3
Altötting;48.22533;12.67665;12902;2
Altglienicke;52.41116;13.5355;26426;5
Altensteig;48.58648;8.60395;11266;2
Altenstadt;50.28747;8.94373;12258;2
Alten Buseck;50.62218;8.75322;13351;2
Altenburg;50.98763;12.43684;38568;7
Altena;51.29472;7.67336;20862;4
Altdorf;49.3856;11.3573;15312;3
Altdorf;48.15374;12.18419;11355;2
Alsterdorf;53.61083;10.01306;13271;2
Alsfeld;50.75185;9.27082;17771;3
Alsdorf;50.87672;6.16399;46340;9
Alpen;51.58333;6.51667;12908;2
Alfter;50.73333;7.01667;21814;4
Alfeld;51.98382;9.81989;21270;4
Aldenhoven;50.9;6.28333;14549;2
Albstadt;48.21644;9.02596;46664;9
Ainring;47.81667;12.95;10028;2
Aichach;48.45755;11.13413;21042;4
Ahrensburg;53.67515;10.22593;30103;6
Ahlen;51.76338;7.8887;55280;11
Ahaus;52.07936;7.01344;38165;7
Aerzen;52.04953;9.25856;11801;2
Adlershof;52.43548;13.54825;15294;3
Achim;53.01416;9.0263;30013;6
Achern;48.63115;8.07607;24478;4
Abensberg;48.81684;11.8498;12570;2
Aalen;48.83777;10.0933;67085;13
Altes Lager;48.41939;9.54925;14092;2
Niefern-Öschelbronn;48.91667;8.78333;12341;2
Vellmar;51.35806;9.47974;18623;3
Möhnesee;51.5;8.13333;11559;2
Rödental;50.29516;11.04122;13712;2
Oestrich-Winkel;49.99987;8.00604;11917;2
Rehlingen-Siersburg;49.36667;6.68333;15871;3
Mülheim-Kärlich;50.3851;7.4989;10451;2
Ilsede;52.26667;10.2;12241;2
Sassenburg;52.51667;10.63333;10982;2
Henstedt-Ulzburg;53.79132;9.97979;26083;5
Marzahn;52.55;13.55;103768;20
Hellersdorf;52.51667;13.56667;74847;14
Aachen;50.77664;6.08342;265208;53
Ubstadt-Weiher;49.17083;8.61889;12730;2
Sankt Leon-Rot;49.26593;8.61803;12192;2
Graben-Neudorf;49.16695;8.49243;11697;2
Mörfelden-Walldorf;49.99472;8.58361;32753;6
Linkenheim-Hochstetten;49.13197;8.41244;11599;2
Böhl-Iggelheim;49.38056;8.30389;10797;2
Riedstadt;49.83411;8.49621;21362;4
Leingarten;49.14639;9.11694;10579;2
Lauda-Königshofen;49.56526;9.70816;15278;3
Filderstadt;48.65698;9.22049;43550;8
Ostfildern;48.72704;9.24954;33598;6
Rodgau;50.02627;8.88588;43315;8
Kaufungen;51.28111;9.61861;12683;2
Gropiusstadt;52.425;13.46667;36052;7
Seeheim-Jugenheim;49.765;8.65194;16395;3
Charlottenburg-Nord;52.53048;13.29371;17942;3
Berlin Mitte;52.52003;13.40489;329078;65
Plänterwald;52.48106;13.47276;10754;2
Spremberg;51.56971;14.37355;26348;5
Rheinstetten;48.9685;8.30704;20378;4
Stuttgart-Ost;48.78363;9.21032;47500;9
Bochum-Hordel;51.50168;7.1756;380000;76
Neukölln;52.4808;13.425;158429;31
St. Pauli;53.557;9.964;27612;5
Köln-Chorweiler;51.0287;6.89475;13418;2
Köln-Ehrenfeld;50.9456;6.92059;103621;20
Köln-Kalk;50.9426;7.00678;21769;4
Köln-Lindenthal;50.9263;6.91012;28811;5
Köln-Mülheim;50.9631;7.00488;144625;28
Köln-Nippes;50.963;6.9541;110140;22
Köln-Porz;50.8888;7.05707;106520;21
Köln-Innenstadt;50.9367;6.96028;127033;25
Eidelstedt;53.60697;9.90538;30100;6
Weststadt;53.63472;11.39565;12141;2
Halle Neustadt;51.47924;11.91605;240000;48
Bergedorf;53.48462;10.22904;119665;23
Berlin Steglitz Zehlendorf;52.43485;13.24183;290506;58
Berlin Wilmersdorf;52.50097;13.29097;317190;63
Berlin Spandau;52.5511;13.19921;223862;44
Berlin Tempelhof;52.47693;13.41027;54629;10
Berlin Schöneberg;52.48388;13.3477;116286;23
Berlin Treptow;52.49376;13.44469;50000;10
Niederrad;50.08309;8.62852;22370;4
Barmbek-Nord;53.6052;10.03988;40261;8
Farmsen-Berne;53.60639;10.11972;33315;6
Fehmarn;54.4378;11.19352;12942;2
Lichtenberg;52.52157;13.49704;32888;6
Spandau;52.53603;13.20201;34506;6
Mitte;52.52131;13.39784;81205;16
Pankow;52.56715;13.41455;57113;11
Reinickendorf;52.57171;13.34525;75414;15
Falkenhagener Feld;52.55191;13.16802;35742;7
Neu-Hohenschönhausen;52.56681;13.51255;53374;10
Alt-Hohenschönhausen;52.54608;13.5013;42609;8
Fennpfuhl;52.52921;13.47267;31529;6
Hamburg-Nord;53.58935;9.984;280000;56
Tadjoura;11.78528;42.88444;22193;4
Obock;11.96306;43.29056;17776;3
Djibouti;11.58901;43.14503;623891;124
Dikhil;11.10861;42.37389;12043;2
'Ali Sabieh;11.15583;42.7125;40074;8
Viborg;56.45319;9.40201;34831;6
Vejle;55.70927;9.5357;51177;10
Varde;55.62112;8.48069;12735;2
Vallensbæk;55.63333;12.36667;13500;2
Thisted;56.95523;8.69491;13020;2
Taastrup;55.65173;12.29216;30977;6
Svendborg;55.05982;10.60677;27553;5
Struer;56.49122;8.58376;11317;2
Stenløse;55.76828;12.19723;19998;3
Sønderborg;54.90926;9.80737;27033;5
Solrød Strand;55.53285;12.22227;14845;2
Slagelse;55.40276;11.35459;31896;6
Skive;56.56667;9.03333;20815;4
Skanderborg;56.03991;9.9272;13543;2
Silkeborg;56.1697;9.54508;41674;8
Roskilde;55.64152;12.08035;44285;8
Rønne;55.10091;14.70664;13890;2
Rødovre;55.68062;12.45373;30000;6
Ringsted;55.4426;11.79011;20188;4
Randers;56.46667;10.05;55780;11
Odense;55.39594;10.38831;145931;29
Odder;55.97313;10.153;11009;2
Nykøbing Falster;54.76906;11.87425;16807;3
Nyborg;55.31274;10.78964;15826;3
Næstved;55.22992;11.76092;40660;8
Nakskov;54.83734;11.12839;14081;2
Middelfart;55.50591;9.73054;13596;2
Værløse;55.78251;12.36856;12842;2
Lillerød;55.87496;12.34579;15359;3
Korsør;55.32993;11.13857;15029;3
Køge;55.45802;12.18214;33885;6
Copenhagen;55.67594;12.56553;1153615;230
Kongens Lyngby;55.77044;12.50378;10600;2
Kolding;55.4904;9.47216;55363;11
Kalundborg;55.67954;11.08864;15939;3
Ishøj;55.61543;12.35182;19453;3
Ikast;56.13883;9.15768;14692;2
Hvidovre;55.65719;12.47364;49380;9
Horsens;55.86066;9.85034;50074;10
Hørsholm;55.88333;12.5;36670;7
Holstebro;56.36009;8.61607;32072;6
Holbæk;55.71667;11.71667;24544;4
Hobro;56.64306;9.79029;11064;2
Hjørring;57.46417;9.98229;24634;4
Hillerød;55.92667;12.31091;28313;5
Herning;56.13932;8.97378;44763;8
Helsingør;56.03606;12.6136;35048;7
Hedensted;55.77043;9.7011;10048;2
Haslev;55.32346;11.96389;10588;2
Haderslev;55.25377;9.48982;20825;4
Greve;55.58333;12.3;47671;9
Grenaa;56.41578;10.87825;14317;2
Glostrup;55.66667;12.4;20673;4
Frederiksværk;55.97073;12.0225;12176;2
Frederikssund;55.83956;12.06896;14564;2
Frederikshavn;57.44073;10.53661;24103;4
Frederiksberg;55.67938;12.53463;95029;19
Fredericia;55.56568;9.75257;36946;7
Fløng;55.66212;12.18698;11108;2
Farum;55.80858;12.36066;18376;3
Espergærde;56;12.56667;11358;2
Esbjerg;55.46667;8.45;72205;14
Dragør;55.59455;12.66638;11045;2
Charlottenlund;55.75367;12.59181;40000;8
Brønderslev;57.27021;9.94102;11671;2
Birkerød;55.84759;12.42791;18901;3
Ballerup;55.73165;12.36328;40000;8
Århus;56.15674;10.21076;237551;47
Aalborg;57.048;9.9187;122219;24
Albertslund;55.65691;12.36381;30000;6
Aabenraa;55.04434;9.41741;16344;3
Roseau;15.30174;-61.38808;16571;3
Yamasá;18.77014;-70.02508;11595;2
Villa Vásquez;19.7411;-71.4464;11642;2
Villa González;19.54057;-70.78853;10177;2
Villa Bisonó;19.56378;-70.87582;33137;6
Villa Altagracia;18.67297;-70.17095;40027;8
Vicente Noble;18.38443;-71.1801;11060;2
Tamboril;19.48538;-70.61104;23304;4
Santo Domingo;18.50012;-69.98857;2201941;440
Santiago de los Caballeros;19.45;-70.7;1200000;240
Santa Cruz de El Seibo;18.76559;-69.03886;23547;4
Santa Cruz de Barahona;18.20854;-71.10077;77160;15
Santa Bárbara de Samaná;19.20561;-69.33685;11432;2
San Pedro de Macorís;18.46156;-69.29718;217899;43
San Juan de la Maguana;18.80588;-71.22991;72950;14
San José de Ocoa;18.54661;-70.50631;21148;4
San Gregorio de Nigua;18.38333;-70.08333;11542;2
San Francisco de Macorís;19.29518;-70.25543;124763;24
San Fernando de Monte Cristi;19.84826;-71.64597;17001;3
Puerto Plata;19.79344;-70.6884;146000;29
Sánchez;19.2281;-69.6137;11365;2
Salvaleón de Higüey;18.61501;-68.70798;123787;24
Salsipuedes;19.40552;-70.37985;11675;2
Sabaneta;19.47793;-71.34125;16380;3
Sabana Yegua;18.71667;-71.01667;10624;2
Sabana Grande de Boyá;18.94498;-69.79331;16834;3
Sabana de La Mar;19.05934;-69.38843;13977;2
Quisqueya;18.55542;-69.40814;17694;3
Punta Cana;18.58182;-68.40431;100023;20
Pedernales;18.03838;-71.74403;11072;2
Neiba;18.48138;-71.41965;18670;3
Nagua;19.3832;-69.8474;33862;6
Monte Plata;18.807;-69.78399;15532;3
Moca;19.39352;-70.52598;61834;12
Mao;19.55186;-71.07813;48297;9
